Warehouse_Zone,Year,Month_Number,Is_Winter,Is_Festival_Month,Days_in_Month,No_of_Family_Members,No_of_Adults,No_of_Children,Monthly_Income (₹),Subsidy_Type,LPG_Price_per_Cylinder (₹),Zone_Opening_Stock,Zone_Cylinders_Ordered,Lead_Time_Days,Zone_Cylinders_Delivered,Damaged_Cylinders,Zone_Closing_Stock
0.8683860554034679,0.005526655347310119,1.6121092141969582,1.7614096918559583,-0.8457339216380424,0.7014817598058025,-1.3775589501169614,-1.3123946945278644,-0.7034952610932836,-0.4533086493184926,0.7622517090726593,0.5963801201001504,-0.4925489479916969,1.386126614811341,0.05787109086978095,1.3955918028709657,-0.1264991383530497,-0.5266636326918867
-1.5601806197160986,-1.222618977386286,-1.596068326493506,1.7614096918559583,1.1824049791726108,0.7014817598058025,0.28934711032506083,0.44891340079555697,0.00782451756524373,-0.21946777232757145,-1.3119026013291344,-0.9683971832947725,1.0689945436967234,0.4777746144133941,-1.1900230518748263,0.18609276589259383,-0.1264991383530497,0.9338102943597107
-0.5193663303791415,1.2336722880809063,1.028804206798692,-0.5677270907634907,1.1824049791726108,0.7014817598058025,-1.3775589501169614,-1.3123946945278644,-0.7034952610932836,-1.2869530711092294,-1.3119026013291344,-0.24039503171530655,-1.9148850741420023,0.5704635940458376,1.3057652336143881,0.26168645570374205,-0.1264991383530497,-2.090587796242972
0.8683860554034679,-1.222618977386286,-1.304415822794373,1.7614096918559583,-0.8457339216380424,-3.0464172240186183,0.28934711032506083,-1.3123946945278644,1.4304640748822988,-1.34199439884948,-1.3119026013291344,-0.5639947074173864,1.4200392046189263,1.126597471840499,0.05787109086978095,0.6396549047594833,-0.1264991383530497,1.2502463118875569
0.17450986251216316,1.2336722880809063,1.6121092141969582,1.7614096918559583,-0.8457339216380424,0.7014817598058025,-1.3775589501169614,-0.4317406468661537,-1.414815039751811,-0.5607918170412408,0.7622517090726593,1.3542948467445135,-0.0022969215313789412,1.126597471840499,-0.5660759805025226,1.471185492682114,-0.1264991383530497,0.22182925492205702
1.5622622482947726,-1.222618977386286,-0.13780580799784042,-0.5677270907634907,-0.8457339216380424,-0.5478179014690043,1.400617817286409,0.44891340079555697,1.4304640748822988,0.25612546613438897,0.7622517090726593,-2.065450585674928,0.08243799662225626,-0.9867112637792143,0.6818181622420845,-1.287984185424797,-0.1264991383530497,0.09403778630504223
0.17450986251216316,-1.222618977386286,1.6121092141969582,1.7614096918559583,-0.8457339216380424,0.7014817598058025,1.400617817286409,0.44891340079555697,1.4304640748822988,0.06376337206065878,0.7622517090726593,0.3986463446711525,0.9237346840047772,1.070984084061033,-0.5660759805025226,0.7530454394762057,-0.1264991383530497,0.6417155089493912
1.2153241518491202,-1.222618977386286,0.44549919940042576,-0.5677270907634907,-0.8457339216380424,0.7014817598058025,-1.3775589501169614,-1.3123946945278644,-0.7034952610932836,-0.29688729902587063,0.7622517090726593,0.7805172704996527,1.7892413480026226,-0.7642577126613497,-1.8139701232471297,-0.36196148523823096,-0.1264991383530497,1.8770330389138674
-1.5601806197160986,-1.222618977386286,1.6121092141969582,1.7614096918559583,-0.8457339216380424,0.7014817598058025,-0.8219235966362873,-0.4317406468661537,-0.7034952610932836,-0.9161304914054051,-1.3119026013291344,0.42778196973436483,0.31848526862166865,0.6260769818253038,-1.1900230518748263,0.9042328190985022,-0.1264991383530497,0.31310887536278187
0.17450986251216316,1.2336722880809063,0.44549919940042576,-0.5677270907634907,-0.8457339216380424,0.7014817598058025,0.8449824638057348,-0.4317406468661537,1.4304640748822988,-0.7261418426757104,-1.3119026013291344,0.8267457955999518,-0.1112418163003385,-0.8384088963673045,-0.5660759805025226,-1.1556952282552875,-0.1264991383530497,-0.31367785166352874
-0.5193663303791415,-1.222618977386286,-1.0127633190952399,-0.5677270907634907,1.1824049791726108,0.7014817598058025,0.28934711032506083,-0.4317406468661537,0.7191442962237711,-0.2734919092060926,-1.3119026013291344,0.06300394394294248,0.5908475055440675,0.4036234307074392,0.05787109086978095,0.11049907608144557,-0.1264991383530497,0.39830318777412504
-0.5193663303791415,1.2336722880809063,0.7371517030995589,-0.5677270907634907,-0.8457339216380424,-0.5478179014690043,-0.2662882431556133,0.44891340079555697,-0.7034952610932836,1.590905919137182,-1.3119026013291344,-0.395785032052439,-1.8967275916805089,-0.8198711004408159,1.3057652336143881,-0.7588283567467593,-0.1264991383530497,-1.8593460911264694
0.8683860554034679,0.005526655347310119,1.028804206798692,-0.5677270907634907,1.1824049791726108,0.7014817598058025,0.28934711032506083,-0.4317406468661537,0.7191442962237711,-0.6461228282196582,0.7622517090726593,1.6409893973665228,-0.2443966876846224,1.2192864514729427,0.05787109086978095,1.11211546607916,-0.1264991383530497,-0.31976315969291036
-1.2132425232704462,-1.222618977386286,0.44549919940042576,-0.5677270907634907,-0.8457339216380424,0.7014817598058025,-1.3775589501169614,-0.4317406468661537,-1.414815039751811,-0.7278371607785928,0.7622517090726593,-1.9799860854895035,-0.1959767344539737,-0.6530309371024174,0.6818181622420845,-0.3052662178798698,-0.1264991383530497,-0.06418022245888083
1.5622622482947726,0.005526655347310119,1.320456710497825,-0.5677270907634907,1.1824049791726108,-0.5478179014690043,0.28934711032506083,0.44891340079555697,0.00782451756524373,-0.4585076248339988,0.7622517090726593,-0.28079643180295955,-0.4683389713763726,-0.22666163079317703,0.05787109086978095,-0.28636779542708274,-0.1264991383530497,-0.5144930166331234
-0.8663044268247939,1.2336722880809063,1.6121092141969582,1.7614096918559583,-0.8457339216380424,0.7014817598058025,-1.3775589501169614,-1.3123946945278644,-0.7034952610932836,-1.0404538189501191,-1.3119026013291344,1.6697365474288928,-0.30492162922293325,1.5344289822232506,-1.1900230518748263,1.6979665621155589,-0.1264991383530497,-0.16763045895836898
-0.8663044268247939,-1.222618977386286,1.320456710497825,-0.5677270907634907,1.1824049791726108,-0.5478179014690043,-0.8219235966362873,-1.3123946945278644,0.00782451756524373,-1.4925386463854426,0.7622517090726593,1.4183932218835842,1.2324118858501627,0.6260769818253038,0.6818181622420845,0.3561785679676774,-0.1264991383530497,1.1407107673586871
-0.8663044268247939,1.2336722880809063,1.028804206798692,-0.5677270907634907,1.1824049791726108,0.7014817598058025,1.400617817286409,1.3295674484572677,0.7191442962237711,0.7243723261505254,-1.3119026013291344,0.5322817449610842,-0.11729431045416958,0.6631525736782812,-1.1900230518748263,0.6207564823066962,-0.1264991383530497,-0.15545984289960565
-0.8663044268247939,-1.222618977386286,-0.42945831169697357,-0.5677270907634907,-0.8457339216380424,0.7014817598058025,-1.3775589501169614,-0.4317406468661537,-1.414815039751811,-0.5121926980919435,0.7622517090726593,1.706253197508121,2.249230903693785,-0.37496399820508675,0.6818181622420845,-0.7399299342939722,-0.1264991383530497,2.1021894360009887
-1.5601806197160986,-1.222618977386286,-0.7211108153961067,-0.5677270907634907,1.1824049791726108,-0.5478179014690043,-1.9331943035976356,-1.3123946945278644,-1.414815039751811,-1.0522080244634375,0.7622517090726593,-1.2554802089176242,0.8511047541588043,0.7929171451637022,-1.1900230518748263,1.2444044232486693,-0.1264991383530497,1.158966691446832
-1.5601806197160986,1.2336722880809063,0.44549919940042576,-0.5677270907634907,-0.8457339216380424,0.7014817598058025,0.28934711032506083,1.3295674484572677,-0.7034952610932836,0.736691637698138,-1.3119026013291344,-1.0985363085771218,-1.0312209276826636,-0.7642577126613497,0.05787109086978095,-0.9289141588218428,-0.1264991383530497,-1.068256047306854
-0.8663044268247939,0.005526655347310119,-0.7211108153961067,-0.5677270907634907,1.1824049791726108,-0.5478179014690043,0.28934711032506083,-1.3123946945278644,1.4304640748822988,-0.2094088849171355,0.7622517090726593,-0.5111621073027609,0.7905798126204934,0.6631525736782812,0.6818181622420845,0.14829592098701969,-0.1264991383530497,0.5443505804792848
-1.2132425232704462,-1.222618977386286,0.15384669570129267,-0.5677270907634907,-0.8457339216380424,0.7014817598058025,1.956253170767083,1.3295674484572677,1.4304640748822988,0.8121898038798371,0.7622517090726593,-1.2749039589597657,-0.17176675783864936,-1.1535514271176126,1.3057652336143881,-0.8533204690106946,-0.1264991383530497,-0.13111861078207904
1.2153241518491202,-1.222618977386286,1.028804206798692,-0.5677270907634907,1.1824049791726108,0.7014817598058025,-0.2662882431556133,1.3295674484572677,-1.414815039751811,0.3281199749034643,-1.3119026013291344,0.4002002446745224,1.6681914649260008,0.7187659614577473,-1.1900230518748263,0.8664359741929281,-0.1264991383530497,1.7735828024143794
-1.5601806197160986,-1.222618977386286,1.6121092141969582,1.7614096918559583,-0.8457339216380424,0.7014817598058025,-0.8219235966362873,0.44891340079555697,-1.414815039751811,0.28257242853935544,-1.3119026013291344,0.42778196973436483,0.31848526862166865,0.6260769818253038,-1.1900230518748263,0.9042328190985022,-0.1264991383530497,0.31310887536278187
0.8683860554034679,0.005526655347310119,1.028804206798692,-0.5677270907634907,1.1824049791726108,0.7014817598058025,0.8449824638057348,-0.4317406468661537,1.4304640748822988,-0.7319059242255108,0.7622517090726593,1.6409893973665228,-0.2443966876846224,1.2192864514729427,0.05787109086978095,1.11211546607916,-0.1264991383530497,-0.32584846772229203
0.8683860554034679,1.2336722880809063,-1.0127633190952399,-0.5677270907634907,1.1824049791726108,0.7014817598058025,-1.3775589501169614,-0.4317406468661537,-1.414815039751811,0.6561075172077916,0.7622517090726593,0.4860532198607895,-0.8012261498370823,1.4788155944437846,-0.5660759805025226,1.0176233538152246,-0.1264991383530497,-0.9404645786898393
